ID,Pokemon,Objeto,Habilidad,Teratipo,Mov1,Mov2,Mov3,Mov4
NOf-1005,Ursaluna,Flame Orb,Guts,Ghost,Headlong Rush,Protect,Earthquake,Facade
NOf-1005,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Knock Off,Flare Blitz,Parting Shot
NOf-1005,Porygon2,Eviolite,Download,Flying,Tera Blast,Recover,Ice Beam,Trick Room
NOf-1005,Amoonguss,Rocky Helmet,Regenerator,Ghost,Protect,Spore,Rage Powder,Sludge Bomb
NOf-1005,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Poison,Surging Strikes,Aqua Jet,Detect,Poison Jab
NOf-1005,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Shadow Ball,Substitute
NOf-1006,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Steel,Surging Strikes,Detect,Close Combat,Aqua Jet
NOf-1006,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Protect,Sacred Sword,Sucker Punch
NOf-1006,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Taunt
NOf-1006,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,U-turn
NOf-1006,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
NOf-1006,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1007,Incineroar,Assault Vest,Intimidate,Poison,Fake Out,U-turn,Flare Blitz,Snarl
NOf-1007,Alolan Ninetales,Light Clay,Snow Warning,Ghost,Moonblast,Icy Wind,Aurora Veil,Protect
NOf-1007,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Horn Leech,Ivy Cudgel,Follow Me,Spiky Shield
NOf-1007,Volcarona,Leftovers,Flame Body,Dragon,Quiver Dance,Fiery Dance,Protect,Giga Drain
NOf-1007,Raging Bolt,Magnet,Protosynthesis,Electric,Protect,Thunderbolt,Thunderclap,Draco Meteor
NOf-1007,Articuno,Choice Specs,Snow Cloak,Ice,Freeze-Dry,Blizzard,Ice Beam,Sheer Cold
NOf-1008,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1008,Incineroar,Sitrus Berry,Intimidate,Ghost,Parting Shot,Flare Blitz,Fake Out,Knock Off
NOf-1008,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,Fake Out,U-turn
NOf-1008,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Aqua Jet,Close Combat,Surging Strikes,U-turn
NOf-1008,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Spiky Shield,Swords Dance
NOf-1008,Raging Bolt,Leftovers,Protosynthesis,Grass,Thunderclap,Dragon Pulse,Protect,Calm Mind
NOf-1009,Gholdengo,Iron Plate,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect
NOf-1009,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Flare Blitz,Knock Off,Fake Out
NOf-1009,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1009,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Rage Powder,Pollen Puff,Protect
NOf-1009,Porygon2,Eviolite,Download,Flying,Tera Blast,Ice Beam,Recover,Trick Room
NOf-1009,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Taunt,Protect
NOf-1010,Ursaluna,Flame Orb,Guts,Dragon,Facade,Earthquake,Headlong Rush,Protect
NOf-1010,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Trick Room,Hyper Voice,Psychic,Protect
NOf-1010,Rillaboom,Assault Vest,Grassy Surge,Water,Fake Out,Grassy Glide,Wood Hammer,U-turn
NOf-1010,Enamorus Therian,Choice Specs,Overcoat,Steel,Moonblast,Dazzling Gleam,Earth Power,Sludge Bomb
NOf-1010,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield
NOf-1010,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Ice Spinner
NOf-1011,Landorus,Life Orb,Sheer Force,Poison,Protect,Earth Power,Sludge Bomb,Substitute
NOf-1011,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,High Horsepower,Grassy Glide,Fake Out
NOf-1011,Incineroar,Shuca Berry,Intimidate,Ghost,Parting Shot,Flare Blitz,Helping Hand,Fake Out
NOf-1011,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Icy Wind,Taunt
NOf-1011,Heatran,Leftovers,Flash Fire,Bug,Protect,Magma Storm,Body Press,Iron Defense
NOf-1011,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1012,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Knock Off,Will-O-Wisp,Parting Shot
NOf-1012,Rapid Strike Urshifu,Mystic Water,Unseen Fist,Water,Detect,Surging Strikes,Close Combat,Aqua Jet
NOf-1012,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,U-turn
NOf-1012,Raging Bolt,Leftovers,Protosynthesis,Fairy,Protect,Thunderclap,Dragon Pulse,Calm Mind
NOf-1012,Landorus,Life Orb,Sheer Force,Ghost,Protect,Earth Power,Sludge Bomb,Taunt
NOf-1012,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Stomping Tantrum,Swords Dance
NOf-1013,Galarian Moltres,Sitrus Berry,Berserk,Poison,Fiery Wrath,Air Slash,Nasty Plot,Protect
NOf-1013,Cresselia,Mental Herb,Levitate,Fairy,Moonblast,Helping Hand,Lunar Blessing,Trick Room
NOf-1013,Ursaluna,Flame Orb,Guts,Ghost,Facade,Earthquake,Swords Dance,Protect
NOf-1013,Incineroar,Safety Goggles,Intimidate,Ghost,Knock Off,Fake Out,Parting Shot,Will-O-Wisp
NOf-1013,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1013,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind
NOf-1014,Hisuian Arcanine,Ability Shield,Intimidate,Fairy,Protect,Flare Blitz,Rock Slide,Extreme Speed
NOf-1014,Weezing,Sitrus Berry,Neutralizing Gas,Water,Protect,Taunt,Will-O-Wisp,Sludge Bomb
NOf-1014,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Swords Dance,Grassy Glide,Ivy Cudgel,Spiky Shield
NOf-1014,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Fake Out,Wood Hammer,U-turn
NOf-1014,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Icy Wind,Moonblast,Shadow Ball,Protect
NOf-1014,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect
NOf-1015,Incineroar,Sitrus Berry,Intimidate,Ghost,Flare Blitz,Will-O-Wisp,Parting Shot,Fake Out
NOf-1015,Primarina,Leftovers,Liquid Voice,Grass,Hyper Voice,Moonblast,Calm Mind,Protect
NOf-1015,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
NOf-1015,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Swords Dance,Spiky Shield
NOf-1015,Corviknight,Sharp Beak,Mirror Armor,Dragon,Brave Bird,Body Press,Tailwind,Roost
NOf-1015,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1016,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Protect,Ice Spinner,Sucker Punch,Sacred Sword
NOf-1016,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Clear Smog,Rage Powder,Grass Knot
NOf-1016,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Stomping Tantrum,Horn Leech
NOf-1016,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Grass,Aqua Jet,Surging Strikes,Close Combat,U-turn
NOf-1016,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Snarl,Thunderbolt,Dragon Pulse,Thunderclap
NOf-1016,Kingambit,Black Glasses,Defiant,Flying,Protect,Iron Head,Kowtow Cleave,Sucker Punch
NOf-1017,Torkoal,Rocky Helmet,Drought,Grass,Heat Wave,Eruption,Protect,Helping Hand
NOf-1017,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Power Gem
NOf-1017,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Follow Me,Swords Dance,Spiky Shield
NOf-1017,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Tailwind,Sunny Day,Taunt
NOf-1017,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Detect,Sucker Punch
NOf-1017,Walking Wake,Life Orb,Protosynthesis,Fire,Hydro Steam,Draco Meteor,Protect,Weather Ball
NOf-1018,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Power Whip,Follow Me,Spiky Shield
NOf-1018,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn
NOf-1018,Incineroar,Figy Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out
NOf-1018,Amoonguss,Rocky Helmet,Regenerator,Fairy,Pollen Puff,Spore,Rage Powder,Protect
NOf-1018,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psyshock,Dazzling Gleam,Helping Hand,Trick Room
NOf-1018,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect
NOf-1019,Indeedee ♀,Psychic Seed,Psychic Surge,Dragon,Dazzling Gleam,Helping Hand,Trick Room,Follow Me
NOf-1019,Hatterene,Life Orb,Magic Bounce,Fire,Dazzling Gleam,Expanding Force,Trick Room,Protect
NOf-1019,Ursaluna,Flame Orb,Guts,Fairy,Facade,Earthquake,Headlong Rush,Protect
NOf-1019,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot
NOf-1019,Porygon2,Eviolite,Download,Flying,Tera Blast,Ice Beam,Trick Room,Recover
NOf-1019,Amoonguss,Rocky Helmet,Regenerator,Ghost,Protect,Sludge Bomb,Spore,Rage Powder
NOf-1020,Incineroar,Sitrus Berry,Intimidate,Ghost,Knock Off,Fake Out,Taunt,Parting Shot
NOf-1020,Rillaboom,Miracle Seed,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
NOf-1020,Rapid Strike Urshifu,Focus Sash,Unseen Fist,Water,Close Combat,Surging Strikes,Aqua Jet,Detect
NOf-1020,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect
NOf-1020,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Stomping Tantrum,Spiky Shield
NOf-1020,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Draco Meteor,Thunderclap,Electroweb,Snarl
NOf-1021,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Sand Tomb,Ruination,Body Press,Protect
NOf-1021,Dondozo,Leftovers,Oblivious,Grass,Wave Crash,Heavy Slam,Yawn,Protect
NOf-1021,Gholdengo,Choice Specs,Good as Gold,Fairy,Make It Rain,Shadow Ball,Dazzling Gleam,Trick
NOf-1021,Dragonite,Loaded Dice,Inner Focus,Steel,Iron Head,Extreme Speed,Scale Shot,Protect
NOf-1021,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark
NOf-1021,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sacred Sword,Sucker Punch,Protect
NOf-1022,Okidogi,Assault Vest,Guard Dog,Flying,Gunk Shot,Drain Punch,High Horsepower,Upper Hand
NOf-1022,Kingambit,Black Glasses,Defiant,Dragon,Sucker Punch,Kowtow Cleave,Swords Dance,Protect
NOf-1022,Ogerpon,Wellspring Mask,Water Absorb,Water,Follow Me,Spiky Shield,Ivy Cudgel,Horn Leech
NOf-1022,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Howl,Breaking Swipe,Heat Crash
NOf-1022,Rillaboom,Miracle Seed,Grassy Surge,Fire,Fake Out,Grassy Glide,Wood Hammer,High Horsepower
NOf-1022,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect
NOf-1023,Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Spiky Shield,Follow Me,Wood Hammer
NOf-1023,Bloodmoon Ursaluna,Life Orb,Mind's Eye,Normal,Blood Moon,Hyper Voice,Protect,Earth Power
NOf-1023,Farigiraf,Throat Spray,Armor Tail,Fire,Trick Room,Helping Hand,Hyper Voice,Psychic
NOf-1023,Roaring Moon,Booster Energy,Protosynthesis,Poison,Tailwind,Breaking Swipe,Protect,Knock Off
NOf-1023,Iron Hands,Clear Amulet,Quark Drive,Fire,Close Combat,Wild Charge,Fake Out,Heavy Slam
NOf-1023,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sucker Punch,Sacred Sword,Protect
NOf-1024,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Snarl,Howl
NOf-1024,Iron Hands,Assault Vest,Quark Drive,Fire,Wild Charge,Drain Punch,Ice Punch,Fake Out
NOf-1024,Kingambit,Safety Goggles,Defiant,Dragon,Kowtow Cleave,Iron Head,Sucker Punch,Swords Dance
NOf-1024,Cornerstone Mask Ogerpon,Cornerstone Mask,Sturdy,Rock,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
NOf-1024,Primarina,Choice Specs,Liquid Voice,Grass,Hyper Voice,Moonblast,Dazzling Gleam,Hydro Cannon
NOf-1024,Sinistcha,Mental Herb,Heatproof,Fairy,Matcha Gotcha,Strength Sap,Calm Mind,Trick Room
NOf-1025,Metagross,Assault Vest,Clear Body,Dragon,Bullet Punch,Heavy Slam,Psychic Fangs,Stomping Tantrum
NOf-1025,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark
NOf-1025,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,U-turn,Aqua Jet
NOf-1025,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Icy Wind
NOf-1025,Rillaboom,Meadow Plate,Grassy Surge,Fire,Fake Out,Wood Hammer,Grassy Glide,Taunt
NOf-1025,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect
NOf-1026,Kingambit,Dread Plate,Defiant,Dragon,Iron Head,Kowtow Cleave,Sucker Punch,Protect
NOf-1026,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Protect
NOf-1026,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1026,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Imprison,Protect
NOf-1026,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
NOf-1026,Amoonguss,Rocky Helmet,Regenerator,Water,Grass Knot,Protect,Rage Powder,Spore
NOf-1027,Okidogi,Covert Cloak,Guard Dog,Grass,Psychic Fangs,Drain Punch,Protect,Poison Jab
NOf-1027,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Ice Spinner,Sacred Sword,Sucker Punch,Protect
NOf-1027,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech
NOf-1027,Dragonite,Choice Band,Inner Focus,Normal,Outrage,Aerial Ace,Extreme Speed,Fire Punch
NOf-1027,Ting-Lu,Clear Amulet,Vessel of Ruin,Poison,Throat Chop,Stomping Tantrum,Heavy Slam,Protect
NOf-1027,Thundurus,Rocky Helmet,Prankster,Steel,Rain Dance,Wildbolt Storm,Thunder Wave,Taunt
NOf-1028,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Tailwind,Rain Dance,Protect
NOf-1028,Landorus,Life Orb,Sheer Force,Ghost,Earth Power,Sludge Bomb,Sandsear Storm,Protect
NOf-1028,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1028,Hearthflame Mask Ogerpon,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield
NOf-1028,Raging Bolt,Booster Energy,Protosynthesis,Electric,Thunderbolt,Thunderclap,Draco Meteor,Protect
NOf-1028,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song
NOf-1029,Alolan Ninetales,Focus Sash,Snow Warning,Ghost,Blizzard,Dazzling Gleam,Aurora Veil,Protect
NOf-1029,Iron Bundle,Booster Energy,Quark Drive,Ice,Blizzard,Freeze-Dry,Icy Wind,Protect
NOf-1029,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1029,Hisuian Arcanine,Assault Vest,Intimidate,Grass,Temper Flare,Rock Slide,Extreme Speed,Snarl
NOf-1029,Cresselia,Covert Cloak,Levitate,Steel,Psychic,Ice Beam,Lunar Blessing,Trick Room
NOf-1029,Urshifu,Safety Goggles,Unseen Fist,Fire,Wicked Blow,Drain Punch,Swords Dance,Detect
NOf-1030,Galarian Zapdos,Adrenaline Orb,Defiant,Steel,Acrobatics,Thunderous Kick,Tailwind,Detect
NOf-1030,Dragapult,Choice Band,Clear Body,Ghost,Phantom Force,Tera Blast,U-turn,Dragon Darts
NOf-1030,Heatran,Life Orb,Flash Fire,Grass,Heat Wave,Flash Cannon,Earth Power,Protect
NOf-1030,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Sucker Punch,Ice Spinner,Protect,Sacred Sword
NOf-1030,Rillaboom,Assault Vest,Grassy Surge,Fire,Fake Out,U-turn,Wood Hammer,Grassy Glide
NOf-1030,Landorus Therian,Choice Scarf,Intimidate,Flying,U-turn,Tera Blast,Rock Slide,Stomping Tantrum
NOf-1031,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Ice Spinner,U-turn,Close Combat
NOf-1031,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Protect,Psychic,Trick Room
NOf-1031,Incineroar,Safety Goggles,Intimidate,Grass,Flare Blitz,Fake Out,Will-O-Wisp,Parting Shot
NOf-1031,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Dragon Pulse,Thunderclap,Snarl,Electroweb
NOf-1031,Landorus,Life Orb,Sheer Force,Steel,Sludge Bomb,Protect,Taunt,Earth Power
NOf-1031,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me
NOf-1032,Raging Bolt,Booster Energy,Protosynthesis,Electric,Thunderbolt,Draco Meteor,Thunderclap,Protect
NOf-1032,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Will-O-Wisp,Flare Blitz
NOf-1032,Gholdengo,Leftovers,Good as Gold,Fairy,Protect,Make It Rain,Shadow Ball,Nasty Plot
NOf-1032,Chien-Pao,Clear Amulet,Sword of Ruin,Fire,Protect,Sucker Punch,Icicle Crash,Sacred Sword
NOf-1032,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn
NOf-1032,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,U-turn,Fake Out
NOf-1033,Incineroar,Sitrus Berry,Intimidate,Ghost,Knock Off,Flare Blitz,Parting Shot,Fake Out
NOf-1033,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Protect,Sucker Punch,Sacred Sword
NOf-1033,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Water,Aqua Jet,Surging Strikes,Close Combat,U-turn
NOf-1033,Raging Bolt,Leftovers,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Calm Mind,Protect
NOf-1033,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,Fake Out,U-turn
NOf-1033,Landorus,Life Orb,Sheer Force,Poison,Protect,Earth Power,Substitute,Sludge Bomb
NOf-1034,Alolan Ninetales,Light Clay,Snow Warning,Ghost,Icy Wind,Moonblast,Aurora Veil,Encore
NOf-1034,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Bullet Seed,Follow Me,Spiky Shield
NOf-1034,Annihilape,Leftovers,Defiant,Poison,Drain Punch,Rage Fist,Bulk Up,Protect
NOf-1034,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Snarl,Thunderclap,Dragon Pulse
NOf-1034,Frosmoth,Sitrus Berry,Ice Scales,Water,Blizzard,Tera Blast,Quiver Dance,Protect
NOf-1034,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Fake Out,Will-O-Wisp,Parting Shot
NOf-1035,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Fake Out,Parting Shot
NOf-1035,Rillaboom,Assault Vest,Grassy Surge,Poison,Wood Hammer,Grassy Glide,Fake Out,U-turn
NOf-1035,Landorus Therian,Choice Band,Intimidate,Steel,Rock Slide,Stomping Tantrum,Tera Blast,U-turn
NOf-1035,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect
NOf-1035,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1035,Volcarona,Leftovers,Flame Body,Fairy,Fiery Dance,Tera Blast,Quiver Dance,Protect
NOf-1036,Dragonite,Loaded Dice,Inner Focus,Steel,Scale Shot,Extreme Speed,Iron Head,Protect
NOf-1036,Ting-Lu,Rocky Helmet,Vessel of Ruin,Poison,Ruination,Sand Tomb,Body Press,Protect
NOf-1036,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect
NOf-1036,Gholdengo,Choice Specs,Good as Gold,Fairy,Make It Rain,Shadow Ball,Dazzling Gleam,Trick
NOf-1036,Dondozo,Leftovers,Oblivious,Grass,Wave Crash,Heavy Slam,Yawn,Protect
NOf-1036,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Heat Crash,Howl,Protect
NOf-1037,Entei,Assault Vest,Inner Focus,Grass,Extreme Speed,Sacred Fire,Trailblaze,Stomping Tantrum
NOf-1037,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect
NOf-1037,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Taunt,Protect
NOf-1037,Wellspring Mask Ogerpon,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield
NOf-1037,Raging Bolt,Safety Goggles,Protosynthesis,Electric,Thunderclap,Thunderbolt,Draco Meteor,Protect
NOf-1037,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Heat Crash,Breaking Swipe,Howl
NOf-1038,Rapid Strike Urshifu,Choice Scarf,Unseen Fist,Steel,Surging Strikes,Aqua Jet,Close Combat,U-turn
NOf-1038,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Will-O-Wisp,Flare Blitz,Parting Shot
NOf-1038,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out
NOf-1038,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Icicle Crash,Sacred Sword,Sucker Punch,Protect
